OA11CD,Ward11CD,Ward11NM,LAD11CD,LAD11NM,Inner_Outer
E00000066,E05000026,Abbey,E09000002,Barking and Dagenham,Outer London
E00000068,E05000026,Abbey,E09000002,Barking and Dagenham,Outer London
E00000201,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000220,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000222,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000228,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000229,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000344,E05000035,Longbridge,E09000002,Barking and Dagenham,Outer London
E00000346,E05000035,Longbridge,E09000002,Barking and Dagenham,Outer London
E00000350,E05000035,Longbridge,E09000002,Barking and Dagenham,Outer London
E00000353,E05000035,Longbridge,E09000002,Barking and Dagenham,Outer London
E00000199,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000200,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000202,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000203,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000204,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000205,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000206,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000207,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000208,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000209,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000210,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000211,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000212,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000214,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000215,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000217,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000219,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000221,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000224,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000226,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000373,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Outer London
E00000378,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Outer London
E00000381,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Outer London
E00000385,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Outer London
E00175118,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Outer London
E00175119,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Outer London
E00175120,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Outer London
E00000267,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000269,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000270,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000271,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000272,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000273,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000276,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000280,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000282,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000283,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000284,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000286,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000291,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000292,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000294,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000295,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000296,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000297,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000455,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000463,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000464,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000469,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00175113,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00175114,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000213,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000216,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000218,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000223,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000225,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000227,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000230,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000231,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000232,E05000031,Eastbury,E09000002,Barking and Dagenham,Outer London
E00000234,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000237,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000246,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000247,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000249,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000252,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000255,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000257,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000259,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000260,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000261,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000453,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000466,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000470,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000478,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00175107,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00175115,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00175116,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00175117,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00175123,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000265,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000275,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000277,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000278,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000279,E05000033,Goresbrook,E09000002,Barking and Dagenham,Outer London
E00000420,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000421,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000424,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000425,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000426,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000427,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000428,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000429,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000430,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000431,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000432,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000433,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000434,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000435,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000436,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000437,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000438,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000450,E05000038,River,E09000002,Barking and Dagenham,Outer London
E00000235,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000236,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000238,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000239,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000240,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000241,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000242,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000243,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000244,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000245,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000248,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000250,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000251,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000253,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000254,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000256,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000258,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000263,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000264,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00175108,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00175109,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00175110,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00175111,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00175112,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00175121,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00175122,E05000032,Gascoigne,E09000002,Barking and Dagenham,Outer London
E00000451,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000452,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000454,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000456,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000457,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000458,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000459,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000460,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000461,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000462,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000465,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000467,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000468,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000471,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000472,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000474,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000475,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000476,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000477,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000479,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00000480,E05000039,Thames,E09000002,Barking and Dagenham,Outer London
E00001209,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001211,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001213,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001214,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001215,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001217,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001218,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001219,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001220,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001221,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001222,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001223,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001224,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001226,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001228,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001229,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001230,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001233,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001234,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001235,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001237,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001405,E05000060,Underhill,E09000003,Barnet,Outer London
E00001424,E05000060,Underhill,E09000003,Barnet,Outer London
E00001425,E05000060,Underhill,E09000003,Barnet,Outer London
E00001426,E05000060,Underhill,E09000003,Barnet,Outer London
E00001429,E05000060,Underhill,E09000003,Barnet,Outer London
E00001430,E05000060,Underhill,E09000003,Barnet,Outer London
E00001431,E05000060,Underhill,E09000003,Barnet,Outer London
E00001432,E05000060,Underhill,E09000003,Barnet,Outer London
E00001434,E05000060,Underhill,E09000003,Barnet,Outer London
E00001438,E05000060,Underhill,E09000003,Barnet,Outer London
E00000865,E05000048,East Barnet,E09000003,Barnet,Outer London
E00000867,E05000048,East Barnet,E09000003,Barnet,Outer London
E00000868,E05000048,East Barnet,E09000003,Barnet,Outer London
E00000869,E05000048,East Barnet,E09000003,Barnet,Outer London
E00001206,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001207,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001210,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001212,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001216,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001227,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001231,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001232,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001236,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001238,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001239,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001240,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001241,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001242,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001243,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001244,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001245,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001246,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001247,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001248,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001250,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001251,E05000056,High Barnet,E09000003,Barnet,Outer London
E00001252,E05000056,High Barnet,E09000003,Barnet,Outer London
E00000821,E05000048,East Barnet,E09000003,Barnet,Outer London
E00000822,E05000048,East Barnet,E09000003,Barnet,Outer London
E00000824,E05000048,East Barnet,E09000003,Barnet,Outer London
E00000826,E05000048,East Barnet,E09000003,Barnet,Outer London
